35,LAKSHADWEEP,2,0,0,0,0,2,0,0,2
36,PUDUCHERRY,23,0,0,0,0,16,7,0,23
,TOTAL (UTs),451,0,0,0,0,386,65,0,451
,TOTAL (ALL INDIA),28413,0,0,0,0,24510,3936,3,28449
