35,LAKSHADWEEP,1,0,0,1,0,0,0,0,0,0,0,0
36,PUDUCHERRY,10,9,0,19,79,5,0,84,59,29,0,88
,TOTAL (UTs),,,,,,,,,,,,
,,147,63,0,210,216,56,0,272,1582,286,0,1868
,TOTAL (ALL INDIA),10193,5317,0,15510,18525,5365,0,23890,83654,17564,6,101224
