35,LAKSHADWEEP,4,6,0,0,6,1,0,0,1
36,PUDUCHERRY,1049,846,253,0,1099,119,24,0,143
,TOTAL (UTs),12575,10719,2088,0,12807,2703,305,1,3009
,TOTAL (ALL INDIA),422659,302611,71268,5,373884,149918,23935,7,173860
