35,LAKSHADWEEP,0,0,0,0,0,0,0,0,0
36,PUDUCHERRY,1,0,0,0,0,0,1,0,1
,TOTAL (UTs),322,47,0,0,47,242,67,0,309
,TOTAL (ALL INDIA),11259,193,25,0,218,9631,1607,1,11239
