35,LAKSHADWEEP,4,3,0,0,3,2,0,0,2
36,PUDUCHERRY,1181,924,358,0,1282,132,49,0,181
,TOTAL (UTs),13657,12593,2684,0,15277,2408,322,0,2730
,TOTAL (ALL INDIA),446768,334758,88392,8,423158,147704,23390,6,171100
