35,LAKSHADWEEP,0,0,0,0,0,0,0,0,0
36,PUDUCHERRY,5,0,0,0,0,2,3,0,5
,TOTAL (UTs),233,24,39,0,63,111,58,0,169
,TOTAL (ALL INDIA),21727,115,75,1,191,14729,6877,0,21606
